time;datacenter_id;datacenter_name;host_id;type;active;number_of_pes;available_pes;mips;available_mips;utilization_per_pe;dvfs_available;frequency_range;voltage_range;cpu_power;ram;available_ram;bw;available_bw;storage;available_storage;power_model;vms
2100.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
2400.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
2700.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
3000.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
3300.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
3600.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
3900.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
4200.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
4500.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
4800.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
5100.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
5400.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
5700.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
6000.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
6300.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
6600.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
6900.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
7200.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
7500.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
7800.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
8100.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
8400.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
8700.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
9000.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
9300.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
9600.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
9900.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
10200.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
10500.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
10800.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
11100.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
11400.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
11700.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
12000.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
12300.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
12600.01;2;Datacenter_1;37;host;true;2;1;6000;3128.619098453333;3000.0,128.61909845333307:3000.0,3000.0:;false;;1.200-1.3375;135.71380901546667;4000;33.0;10000;9802.0;160000;153000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,401.83727290666667,553.0,28.0:2,394.03460741333333,447.0,28.0:2,440.85060037333346,603.0,25.0:2,382.3306091733334,576.0,29.0:2,394.03460741333333,615.0,29.0:2,444.75193312000005,665.0,31.0:2,413.5412711466667,508.0,28.0:
300.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
600.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
900.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
1200.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
1500.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
1800.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
2100.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
2400.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
2700.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
3000.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
3300.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
3600.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
3900.01;2;Datacenter_1;38;host;true;2;0;6000;2699.4724963199997;3000.0,0.0:3000.0,2699.4724963199997:;false;;1.200-1.3375;142.008791728;4000;218.0;10000;9782.0;160000;152000.0;105.0,112.0,118.0,125.0,131.0,137.0,147.0,153.0,157.0,164.0,169.0,;2,397.93594016000003,380.0,28.0:2,440.85060037333346,581.0,29.0:2,405.73860565333337,738.0,28.0:2,405.73860565333337,419.0,28.0:2,436.9492676266666,374.0,28.0:2,390.1332746666667,436.0,27.0:2,386.23194192000005,413.0,27.0:2,436.9492676266666,441.0,23.0:
