time;datacenter_id;datacenter_name;host_id;type;active;number_of_pes;available_pes;mips;available_mips;utilization_per_pe;dvfs_available;frequency_range;voltage_range;cpu_utilization;cpu_power;ram;allocated_ram;ram_power;bw;available_bw;storage;available_storage;power_model;vms
5100.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
5400.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
5700.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
6000.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
6300.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
6600.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
6900.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
7200.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
7500.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
7800.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
8100.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
8400.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
8700.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
9000.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
9300.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
9600.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
9900.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
10200.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
10500.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
10800.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
11100.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
11400.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
11700.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
12000.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
12300.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
12600.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
12900.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
13200.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
13500.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
13800.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
14100.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
14400.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
14700.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
15000.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
15300.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
15600.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
15900.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
16200.01;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
16500.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
16800.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
17100.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
17400.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
17700.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
18000.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
18300.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
18600.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
18900.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
19200.010000000002;3;Datacenter_1;0;host;true;2;1;5320;4492.917457706667;2660.0,1832.917457706667:2660.0,2660.0:;false;;0.8500-1.500;0.1554666432882205;99.21866573152882;4000;1733.0;8.295505919999998;10000;9959.0;146000;144000.0;93.7,97.0,101.0,105.0,110.0,116.0,121.0,125.0,129.0,133.0,135.0,;2,394.03460741333333,850.0,20.0:2,433.04793488,883.0,21.0:
300.01;3;Datacenter_1;1;host;false;4;4;10400;10400.0;2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:;true;2600.0,2400.0,2200.0,2000.0,1800.0,1000.0,;1.3,1.25,1.2,1.15,1.1,1.05,;0.0;0.0;16000;0.0;0.0;10000;10000.0;80000;80000.0;0.0,92.5,110.0,127.5,145.0,162.5,180.0,197.5,215.0,232.5,250.0,;
600.01;3;Datacenter_1;1;host;false;4;4;10400;10400.0;2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:;true;2600.0,2400.0,2200.0,2000.0,1800.0,1000.0,;1.3,1.25,1.2,1.15,1.1,1.05,;0.0;0.0;16000;0.0;0.0;10000;10000.0;80000;80000.0;0.0,92.5,110.0,127.5,145.0,162.5,180.0,197.5,215.0,232.5,250.0,;
900.01;3;Datacenter_1;1;host;false;4;4;10400;10400.0;2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:;true;2600.0,2400.0,2200.0,2000.0,1800.0,1000.0,;1.3,1.25,1.2,1.15,1.1,1.05,;0.0;0.0;16000;0.0;0.0;10000;10000.0;80000;80000.0;0.0,92.5,110.0,127.5,145.0,162.5,180.0,197.5,215.0,232.5,250.0,;
1200.01;3;Datacenter_1;1;host;false;4;4;10400;10400.0;2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:2600.0,2600.0:;true;2600.0,2400.0,2200.0,2000.0,1800.0,1000.0,;1.3,1.25,1.2,1.15,1.1,1.05,;0.0;0.0;16000;0.0;0.0;10000;10000.0;80000;80000.0;0.0,92.5,110.0,127.5,145.0,162.5,180.0,197.5,215.0,232.5,250.0,;
